Category,Message
ham,And he's apparently bffs with carly quick now
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Ok how you dear. Did you call chechi
ham,I can ask around but there's not a lot in terms of mids up here
ham,Yo sorry was in the shower sup
ham,I gotta collect da car at 6 lei.
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
ham,Did u got that persons story
ham,At WHAT TIME should i come tomorrow
ham,Beauty sleep can help ur pimples too.
ham,Ok...
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,I can take you at like noon
ham,Sounds great! Are you home now?
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
ham,Depends on where u going lor.
spam,FROM 88066 LOST £12 HELP
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,Oh for fuck's sake she's in like tallahassee
ham,Your bill at 3 is £33.65 so thats not bad!
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,"Yes, princess. Are you going to make me moan?"
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,I AM AT THE GAS STATION. GO THERE.
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,"Uh, heads up we don't have THAT much left"
ham,His bday real is in april .
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Fine if thats the way u feel. Thats the way its gota b
ham,Dear umma she called me now :-)
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,Designation is software developer and may be she get chennai:)
ham,I'll reach in ard 20 mins ok...
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"Yo, the game almost over? Want to go to walmart soon"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,I need... Coz i never go before
spam,3. You have received your mobile content. Enjoy
ham,Everybody had fun this evening. Miss you.
ham,Nt joking seriously i told
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
ham,Why you Dint come with us.
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Ok u can take me shopping when u get paid =D
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Do u noe wat time e place dat sells 4d closes?
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Compliments to you. Was away from the system. How your side.
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,Wait.i will come out.. &lt;#&gt;  min:)
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
spam,You have an important customer service announcement from PREMIER.
ham,I like to talk pa but am not able to. I dont know y.
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,"Come round, it's ."
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,Filthy stories and GIRLS waiting for your
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,Will you come online today night
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Then why no one talking to me
ham,i dnt wnt to tlk wid u
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,"Sorry, I'll call later"
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,S:)s.nervous  &lt;#&gt; :)
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
ham,Huh y lei...
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,What r u cooking me for dinner?
ham,"I dont knw pa, i just drink milk.."
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Where do you need to go to get it?
ham,"I am real, baby! I want to bring out your inner tigress..."
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,"Yo, any way we could pick something up tonight?"
ham,Just sent it. So what type of food do you like?
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,K.k:)apo k.good movie.
ham,Welp apparently he retired
ham,Yay! You better not have told that to 5 other girls either.
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
spam,You have 1 new message. Call 0207-083-6089
ham,"Just making dinner, you ?"
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Din i tell u jus now 420
ham,Wah... Okie okie... Muz make use of e unlimited... Haha...
ham,Leave it de:-). Start Prepare for next:-)..
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,Ok...
ham,But you were together so you should be thinkin about him
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,That means get the door
ham,"Sorry, I'll call later"
ham,Well you told others you'd marry them...
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Hey whats up? U sleeping all morning?
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
ham,No da if you run that it activate the full version da.
ham,Yup bathe liao...
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
ham,I might go 2 sch. Yar at e salon now v boring.
ham,I'm on da bus going home...
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,No need for the drug anymore.
ham,Me too! Have a lovely night xxx
ham,Missing you too.pray inshah allah
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,Aight should I just plan to come up later tonight?
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,Kallis wont bat in 2nd innings.
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Mm feeling sleepy. today itself i shall get that dear
ham,You all ready for * big day tomorrow?
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
ham,aathi..where are you dear..
ham,Did you show him and wot did he say or could u not c him 4 dust?
ham,Yar... I tot u knew dis would happen long ago already.
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,Ay wana meet on sat?ü wkg on sat?
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Yup having my lunch buffet now.. U eat already?
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Bring tat cd don forget
ham,"I'm back, lemme know when you're ready"
ham,"Aight, I'll text you when I'm back"
ham,I accidentally deleted the message. Resend please.
ham,"Didn't try, g and I decided not to head out"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,Don know:)this week i'm going to tirunelvai da.
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,We live in the next  &lt;#&gt; mins
ham,"And very importantly, all we discuss is between u and i only."
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Every monday..nxt week vl be completing..
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,Hi its in durban are you still on this number
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"K, wat s tht incident?"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham,Ok...
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,They just talking thats it de. They wont any other.
ham,Lol I would but despite these cramps I like being a girl.
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,What class of  &lt;#&gt;  reunion?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,Water logging in desert. Geoenvironmental implications.
ham,Why de. You looking good only:-)..
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
ham,Why are u up so early?
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,Don know..he is watching film in computer..
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,Wot u up 2 u weirdo?
ham,Ma head dey swell oh. Thanks for making my day
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,Oh great. I.ll disturb him more so that we can talk.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,Wat time do u wan 2 meet me later?
ham,Mom wants to know where you at
ham,aathi..where are you dear..
ham,i felt so...not any conveying reason.. Ese he... What about me?
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,Lol enjoy role playing much?
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,"Thank you. And by the way, I just lost."
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,U dun say so early hor... U c already then say...
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!"
ham,Anything lar...
ham,Xy trying smth now. U eat already? We havent...
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Do u noe how 2 send files between 2 computers?
ham,"It‘s £6 to get in, is that ok?"
spam,#ERROR!
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
ham,Tell me pa. How is pain de.
ham,Probably earlier than that if the station's where I think it is
ham,Yup ok...
ham,Many times we lose our best ones bcoz we are
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,Can not use foreign stamps in this country. Good lecture .
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,I liked the new mobile
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,"K I'm leaving soon, be there a little after 9"
ham,"Geeeee ... Your internet is really bad today, eh ?"
ham,Thank you princess! You are so sexy...
ham,Super da:)good replacement for murali
ham,"Some friends want me to drive em someplace, probably take a while"
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,This is all just creepy and crazy to me.
ham,Its normally hot mail. Com you see!
ham,Do ü noe if ben is going?
ham,"Sir, I need AXIS BANK account no and bank address."
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Convey my regards to him
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,Well that must be a pain to catch
ham,Finished class where are you.
ham,Ok. Me watching tv too.
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Ok i've sent u da latest version of da project.
ham,Do you still have the grinder?
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham,Friends that u can stay on fb chat with
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Nope... C ü then...
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Jus ans me lar. U'll noe later.
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,At home by the way
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Hahaha..use your brain dear
ham,Horrible bf... I now v hungry...
ham,"Not much, just some textin'. How bout you?"
ham,Still i have not checked it da. . .
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,No calls..messages..missed calls
ham,Wherre's my boytoy ? :-(
ham,Hi' Test on  &lt;#&gt; rd ....
ham,.Please charge my mobile when you get up in morning.
ham,"Don't worry, * is easy once have ingredients!"
ham,Thanks for looking out for me. I really appreciate.
ham,You best watch what you say cause I get drunk as a motherfucker
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,You in your room? I need a few
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Ü come lt 25 n pass to me lar
ham,Can. Dunno wat to get 4 her...
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Wa... U so efficient... Gee... Thanx...
ham,Dude ive been seeing a lotta corvettes lately
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,Ok try to do week end course in coimbatore.
ham,Ok. How many should i buy.
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,Go chase after her and run her over while she's crossing the street
ham,Dont put your phone on silent mode ok
ham,Hi my email address has changed now it is
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Yo theres no class tmrw right?
ham,I see the letter B on my car
ham,"U so lousy, run already come back then half dead... Hee..."
ham,All e best 4 ur exam later.
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Wait 2 min..stand at bus stop
